num_date_time,answer
16_20240829 10,3512.7585
16_20240829 11,3513.178
16_20240829 12,3519.4148
16_20240829 13,3517.641
16_20240829 14,3568.746
16_20240829 15,3539.3242
16_20240829 16,3507.412
16_20240829 17,3493.2903
16_20240829 18,3460.8315
16_20240829 19,3418.1062
16_20240829 20,3390.0544
16_20240829 21,3384.1028
16_20240829 22,3381.0593
16_20240829 23,3364.386
16_20240830 00,3334.3254
16_20240830 01,3339.1194
16_20240830 02,3271.5317
16_20240830 03,3296.1648
16_20240830 04,3312.3186
16_20240830 05,3187.9377
16_20240830 06,3261.0532
16_20240830 07,3353.4285
16_20240830 08,3407.3481
16_20240830 09,3464.3025
16_20240830 10,3500.4973
16_20240830 11,3489.4553
16_20240830 12,3488.3923
16_20240830 13,3489.7708
16_20240830 14,3497.237
16_20240830 15,3489.2969
16_20240830 16,3479.5405
16_20240830 17,3501.4768
16_20240830 18,3473.5234
16_20240830 19,3421.0364
16_20240830 20,3395.2996
16_20240830 21,3391.9797
16_20240830 22,3365.8481
16_20240830 23,3330.9302
16_20240831 00,3281.5508
16_20240831 01,3287.597
16_20240831 02,3275.714
16_20240831 03,3274.032
16_20240831 04,3270.8008
16_20240831 05,3255.0288
16_20240831 06,3243.9885
16_20240831 07,3258.6174
16_20240831 08,3285.36
16_20240831 09,3299.9177
16_20240831 10,3309.848
16_20240831 11,3301.6167
16_20240831 12,3299.7727
16_20240831 13,3321.3228
16_20240831 14,3322.0598
16_20240831 15,3332.776
16_20240831 16,3313.8225
16_20240831 17,3299.8098
16_20240831 18,3281.9905
16_20240831 19,3280.1685
16_20240831 20,3304.1306
16_20240831 21,3286.6333
16_20240831 22,3268.9805
16_20240831 23,3252.848
17_20240825 00,5495.2407
17_20240825 01,5492.5347
17_20240825 02,5509.1157
17_20240825 03,5536.2163
17_20240825 04,5524.4253
17_20240825 05,5503.0625
17_20240825 06,5484.212
17_20240825 07,5497.4727
17_20240825 08,5538.6553
17_20240825 09,5592.6104
17_20240825 10,5703.8506
17_20240825 11,5697.1743
17_20240825 12,5743.0894
17_20240825 13,5780.893
17_20240825 14,5769.0933
17_20240825 15,5758.9106
17_20240825 16,5731.6743
17_20240825 17,5698.505
17_20240825 18,5663.306
17_20240825 19,5624.8784
17_20240825 20,5571.481
17_20240825 21,5560.2524
17_20240825 22,5517.31
17_20240825 23,5501.8833
17_20240826 00,5526.724
17_20240826 01,5531.5337
17_20240826 02,5528.659
17_20240826 03,5573.3984
17_20240826 04,5542.6416
17_20240826 05,5527.7188
17_20240826 06,5528.456
17_20240826 07,5530.8174
17_20240826 08,5586.657
17_20240826 09,5661.8765
17_20240826 10,5749.345
17_20240826 11,5827.7153
17_20240826 12,5869.0156
17_20240826 13,5864.893
17_20240826 14,5953.457
17_20240826 15,5910.4697
17_20240826 16,5865.366
17_20240826 17,5817.452
17_20240826 18,5679.4272
17_20240826 19,5618.465
17_20240826 20,5551.874
17_20240826 21,5540.1587
17_20240826 22,5527.72
17_20240826 23,5512.039
17_20240827 00,5500.9204
17_20240827 01,5572.5884
17_20240827 02,5588.6235
17_20240827 03,5590.8687
17_20240827 04,5585.489
17_20240827 05,5515.5015
17_20240827 06,5516.5146
17_20240827 07,5544.36
17_20240827 08,5572.964
17_20240827 09,5639.0635
17_20240827 10,5672.4546
17_20240827 11,5683.895
17_20240827 12,5704.399
17_20240827 13,5747.193
17_20240827 14,5768.7275
17_20240827 15,5795.5015
17_20240827 16,5809.3296
17_20240827 17,5757.29
17_20240827 18,5668.929
17_20240827 19,5551.9673
17_20240827 20,5521.792
17_20240827 21,5485.546
17_20240827 22,5465.3096
17_20240827 23,5460.7163
17_20240828 00,5495.3076
17_20240828 01,5521.383
17_20240828 02,5535.241
17_20240828 03,5556.741
17_20240828 04,5550.513
17_20240828 05,5491.995
17_20240828 06,5492.902
17_20240828 07,5554.757
17_20240828 08,5590.345
17_20240828 09,5665.876
17_20240828 10,5721.616
17_20240828 11,5776.8955
17_20240828 12,5826.001
17_20240828 13,5879.324
17_20240828 14,5908.2314
17_20240828 15,5892.986
17_20240828 16,5891.355
17_20240828 17,5806.1455
17_20240828 18,5724.197
17_20240828 19,5599.9653
17_20240828 20,5579.891
17_20240828 21,5622.5024
17_20240828 22,5572.289
17_20240828 23,5533.5195
17_20240829 00,5473.12
17_20240829 01,5512.7188
17_20240829 02,5527.642
17_20240829 03,5534.1313
17_20240829 04,5542.2896
17_20240829 05,5496.2515
17_20240829 06,5483.103
17_20240829 07,5546.347
17_20240829 08,5587.492
17_20240829 09,5653.843
17_20240829 10,5703.346
17_20240829 11,5742.499
17_20240829 12,5799.278
17_20240829 13,5835.837
17_20240829 14,5885.2354
17_20240829 15,5886.4194
17_20240829 16,5892.872
17_20240829 17,5796.9155
17_20240829 18,5698.1494
17_20240829 19,5611.824
17_20240829 20,5600.8423
17_20240829 21,5558.6294
17_20240829 22,5514.9727
17_20240829 23,5471.149
17_20240830 00,5495.7383
17_20240830 01,5517.902
17_20240830 02,5518.1455
17_20240830 03,5544.503
17_20240830 04,5524.655
17_20240830 05,5481.721
17_20240830 06,5480.5776
17_20240830 07,5536.679
17_20240830 08,5568.28
17_20240830 09,5663.324
17_20240830 10,5693.27
17_20240830 11,5788.418
17_20240830 12,5839.9155
17_20240830 13,5865.7266
17_20240830 14,5907.2104
17_20240830 15,5892.361
17_20240830 16,5862.513
17_20240830 17,5776.457
17_20240830 18,5693.5693
17_20240830 19,5606.089
17_20240830 20,5531.778
17_20240830 21,5518.1084
17_20240830 22,5444.112
17_20240830 23,5429.2666
17_20240831 00,5390.079
17_20240831 01,5414.8994
17_20240831 02,5414.3906
17_20240831 03,5433.741
17_20240831 04,5436.438
17_20240831 05,5391.2075
17_20240831 06,5401.9697
17_20240831 07,5424.389
17_20240831 08,5518.5127
17_20240831 09,5563.898
17_20240831 10,5628.5073
17_20240831 11,5637.822
17_20240831 12,5696.418
17_20240831 13,5716.3267
17_20240831 14,5730.264
17_20240831 15,5742.8994
17_20240831 16,5725.43
17_20240831 17,5718.999
17_20240831 18,5659.926
17_20240831 19,5562.7993
17_20240831 20,5510.277
17_20240831 21,5476.958
17_20240831 22,5460.1724
17_20240831 23,5402.1475
18_20240825 00,3175.0486
18_20240825 01,3178.8464
18_20240825 02,3156.1619
18_20240825 03,3133.95
18_20240825 04,3130.555
18_20240825 05,3129.1958
18_20240825 06,3136.1272
18_20240825 07,3152.7737
18_20240825 08,3209.4592
18_20240825 09,3234.4285
18_20240825 10,3317.0842
18_20240825 11,3409.0457
18_20240825 12,3416.7246
18_20240825 13,3424.1414
18_20240825 14,3441.9192
18_20240825 15,3433.668
18_20240825 16,3458.939
18_20240825 17,3446.9211
18_20240825 18,3455.772
18_20240825 19,3419.6272
18_20240825 20,3332.0374
18_20240825 21,3239.644
18_20240825 22,3250.9255
18_20240825 23,3201.592
18_20240826 00,3234.2466
18_20240826 01,3214.6287
18_20240826 02,3198.4587
18_20240826 03,3214.0256
18_20240826 04,3179.8457
18_20240826 05,3195.798
18_20240826 06,3228.2468
18_20240826 07,3264.5793
18_20240826 08,3295.7854
18_20240826 09,3338.0613
18_20240826 10,3369.289
18_20240826 11,3409.2244
18_20240826 12,3452.5137
18_20240826 13,3432.6824
18_20240826 14,3480.3184
18_20240826 15,3485.918
18_20240826 16,3490.469
18_20240826 17,3464.6782
18_20240826 18,3443.0154
18_20240826 19,3329.108
18_20240826 20,3300.819
18_20240826 21,3272.1277
18_20240826 22,3229.287
18_20240826 23,3209.0776
18_20240827 00,3213.785
18_20240827 01,3228.489
18_20240827 02,3215.1423
18_20240827 03,3203.173
18_20240827 04,3185.8315
18_20240827 05,3188.8767
18_20240827 06,3217.307
18_20240827 07,3226.9478
18_20240827 08,3213.3586
18_20240827 09,3191.5022
18_20240827 10,3218.6313
18_20240827 11,3197.6345
18_20240827 12,3212.3203
18_20240827 13,3219.8774
18_20240827 14,3235.0918
18_20240827 15,3330.2014
18_20240827 16,3347.4792
18_20240827 17,3405.1985
18_20240827 18,3386.1484
18_20240827 19,3286.9956
18_20240827 20,3194.369
18_20240827 21,3135.4768
18_20240827 22,3145.3628
18_20240827 23,3144.2246
18_20240828 00,3038.806
18_20240828 01,3048.6616
18_20240828 02,3043.5254
18_20240828 03,2973.2456
18_20240828 04,2968.3933
18_20240828 05,2913.8381
18_20240828 06,2944.8665
18_20240828 07,2976.0007
18_20240828 08,3007.5676
18_20240828 09,3150.418
18_20240828 10,3194.411
18_20240828 11,3256.2263
18_20240828 12,3291.3142
18_20240828 13,3351.1404
18_20240828 14,3415.5032
18_20240828 15,3447.5806
18_20240828 16,3370.6997
18_20240828 17,3464.5867
18_20240828 18,3407.43
18_20240828 19,3342.2344
18_20240828 20,3259.8625
18_20240828 21,3254.4397
18_20240828 22,3232.562
18_20240828 23,3189.4084
18_20240829 00,3192.8342
18_20240829 01,3182.3074
18_20240829 02,3020.7502
18_20240829 03,2962.2397
18_20240829 04,2939.472
18_20240829 05,2942.8406
18_20240829 06,2975.4897
18_20240829 07,2989.0935
18_20240829 08,3164.8386
18_20240829 09,3239.221
18_20240829 10,3268.9585
18_20240829 11,3395.9604
18_20240829 12,3423.0647
18_20240829 13,3111.9614
18_20240829 14,1829.3048
18_20240829 15,2007.0853
18_20240829 16,3613.8398
18_20240829 17,3526.0864
18_20240829 18,3468.4395
18_20240829 19,3464.438
18_20240829 20,3354.3928
18_20240829 21,3203.4553
18_20240829 22,3213.551
18_20240829 23,3179.7341
18_20240830 00,3133.3064
18_20240830 01,3113.763
18_20240830 02,2946.4368
18_20240830 03,2913.5742
18_20240830 04,3059.264
18_20240830 05,2846.817
18_20240830 06,2976.7615
18_20240830 07,3109.105
18_20240830 08,3214.214
18_20240830 09,3309.6692
18_20240830 10,3352.9011
18_20240830 11,3390.6125
18_20240830 12,3425.9937
18_20240830 13,3446.8308
18_20240830 14,3490.4924
18_20240830 15,3529.5325
18_20240830 16,3510.4453
18_20240830 17,3504.711
18_20240830 18,3457.0457
18_20240830 19,3363.2427
18_20240830 20,3273.159
18_20240830 21,3196.7131
18_20240830 22,3178.36
18_20240830 23,3161.532
18_20240831 00,3069.9666
18_20240831 01,3067.0906
18_20240831 02,3031.5215
18_20240831 03,3012.3398
18_20240831 04,2997.0059
18_20240831 05,2992.4316
18_20240831 06,2998.4766
18_20240831 07,3020.8098
18_20240831 08,3051.7332
18_20240831 09,3107.472
18_20240831 10,3182.354
18_20240831 11,3270.6128
18_20240831 12,3304.355
18_20240831 13,3364.7
18_20240831 14,3341.8474
18_20240831 15,3366.8706
18_20240831 16,3365.431
18_20240831 17,3366.4773
18_20240831 18,3333.6873
18_20240831 19,3298.4158
18_20240831 20,3191.3257
18_20240831 21,3149.5884
18_20240831 22,3128.2578
18_20240831 23,3087.3833
19_20240825 00,667.3885
19_20240825 01,637.6601
19_20240825 02,629.24304
19_20240825 03,618.9152
19_20240825 04,616.85626
19_20240825 05,613.2507
19_20240825 06,627.1375
19_20240825 07,730.4341
19_20240825 08,1077.1682
19_20240825 09,1125.4307
19_20240825 10,1174.8619
19_20240825 11,1234.758
19_20240825 12,1243.1296
19_20240825 13,1279.0117
19_20240825 14,1349.0573
19_20240825 15,1357.4417
19_20240825 16,1399.8873
19_20240825 17,1423.5055
19_20240825 18,1366.6364
19_20240825 19,1352.9883
19_20240825 20,1167.1686
19_20240825 21,1053.6643
19_20240825 22,833.5312
19_20240825 23,701.871
19_20240826 00,652.721
19_20240826 01,632.7866
19_20240826 02,626.32654
19_20240826 03,617.8229
19_20240826 04,619.61523
19_20240826 05,623.0736
19_20240826 06,687.4581
19_20240826 07,1444.4421
19_20240826 08,2246.526
19_20240826 09,2886.532
19_20240826 10,3235.716
19_20240826 11,3295.7493
19_20240826 12,3330.5078
19_20240826 13,3263.8157
19_20240826 14,3197.3599
19_20240826 15,3126.5637
19_20240826 16,3051.902
19_20240826 17,2986.5273
19_20240826 18,2504.9197
19_20240826 19,2057.0774
19_20240826 20,1731.7545
19_20240826 21,1433.6072
19_20240826 22,1067.9615
19_20240826 23,816.6049
19_20240827 00,722.9798
19_20240827 01,685.2887
19_20240827 02,678.6548
19_20240827 03,654.33966
19_20240827 04,652.3696
19_20240827 05,657.40186
19_20240827 06,712.59796
19_20240827 07,1331.5339
19_20240827 08,1979.6335
19_20240827 09,2713.735
19_20240827 10,2973.135
19_20240827 11,3046.199
19_20240827 12,3023.4507
19_20240827 13,2998.7495
19_20240827 14,3085.8735
19_20240827 15,2977.9553
19_20240827 16,2984.6887
19_20240827 17,2834.7222
19_20240827 18,2446.5144
19_20240827 19,1988.3855
19_20240827 20,1658.914
19_20240827 21,1371.1542
19_20240827 22,1037.5602
19_20240827 23,815.478
19_20240828 00,722.71594
19_20240828 01,679.33093
19_20240828 02,643.8228
19_20240828 03,639.791
19_20240828 04,637.7661
19_20240828 05,643.80804
19_20240828 06,698.03796
19_20240828 07,1350.5419
19_20240828 08,1997.7693
19_20240828 09,2678.4866
19_20240828 10,2976.435
19_20240828 11,3072.312
19_20240828 12,3077.382
19_20240828 13,3098.2395
19_20240828 14,3141.9172
19_20240828 15,3040.9067
19_20240828 16,3044.8716
19_20240828 17,2866.797
19_20240828 18,2368.4329
19_20240828 19,1983.4242
19_20240828 20,1664.4904
19_20240828 21,1381.4226
19_20240828 22,1058.3053
19_20240828 23,810.9867
19_20240829 00,710.3377
19_20240829 01,665.7657
19_20240829 02,647.483
19_20240829 03,630.7126
19_20240829 04,628.413
19_20240829 05,633.8455
19_20240829 06,686.6696
19_20240829 07,1191.7172
19_20240829 08,1961.5222
19_20240829 09,2509.1619
19_20240829 10,3035.0647
19_20240829 11,2958.9263
19_20240829 12,2854.7847
19_20240829 13,2934.284
19_20240829 14,3014.1968
19_20240829 15,2857.969
19_20240829 16,2875.514
19_20240829 17,2715.201
19_20240829 18,2267.983
19_20240829 19,1921.9059
19_20240829 20,1640.8864
19_20240829 21,1365.719
19_20240829 22,1054.8777
19_20240829 23,804.5801
19_20240830 00,710.38007
19_20240830 01,670.4562
19_20240830 02,651.52374
19_20240830 03,633.0628
19_20240830 04,630.62317
19_20240830 05,633.60364
19_20240830 06,684.5915
19_20240830 07,1278.0536
19_20240830 08,2028.7239
19_20240830 09,2655.266
19_20240830 10,2990.3723
19_20240830 11,3072.6792
19_20240830 12,3056.1504
19_20240830 13,3013.0103
19_20240830 14,3009.2244
19_20240830 15,2955.7695
19_20240830 16,2961.9363
19_20240830 17,2747.9937
19_20240830 18,2210.8481
19_20240830 19,1872.0685
19_20240830 20,1569.6721
19_20240830 21,1320.7003
19_20240830 22,1005.9034
19_20240830 23,783.8749
19_20240831 00,692.4562
19_20240831 01,655.93524
19_20240831 02,634.39044
19_20240831 03,615.0907
19_20240831 04,615.39996
19_20240831 05,617.8011
19_20240831 06,650.16455
19_20240831 07,750.6034
19_20240831 08,1132.0387
19_20240831 09,1237.5566
19_20240831 10,1336.7345
19_20240831 11,1380.2539
19_20240831 12,1444.2277
19_20240831 13,1470.806
19_20240831 14,1444.404
19_20240831 15,1403.0895
19_20240831 16,1410.4065
19_20240831 17,1438.8451
19_20240831 18,1380.099
19_20240831 19,1342.2721
19_20240831 20,1167.2313
19_20240831 21,1057.9708
19_20240831 22,877.26135
19_20240831 23,705.589
20_20240825 00,1202.137
20_20240825 01,1199.8492
20_20240825 02,1171.2548
20_20240825 03,1193.5099
20_20240825 04,1067.3849
20_20240825 05,925.3979
20_20240825 06,871.0687
20_20240825 07,857.5336
20_20240825 08,972.72473
20_20240825 09,1107.2441
20_20240825 10,1165.5557
20_20240825 11,1228.0651
20_20240825 12,1156.6442
20_20240825 13,1164.3925
20_20240825 14,1168.8771
20_20240825 15,1159.8954
20_20240825 16,1171.7598
20_20240825 17,1184.0326
20_20240825 18,1079.298
20_20240825 19,1169.9413
20_20240825 20,1209.6375
20_20240825 21,1270.9264
20_20240825 22,1198.4629
20_20240825 23,1239.8326
20_20240826 00,1170.9386
20_20240826 01,1165.2618
20_20240826 02,1126.0052
20_20240826 03,1149.6847
20_20240826 04,1040.6434
20_20240826 05,909.33203
20_20240826 06,857.54
20_20240826 07,857.71857
20_20240826 08,984.32324
20_20240826 09,1149.6731
20_20240826 10,1183.9291
20_20240826 11,1266.3933
20_20240826 12,1148.867
20_20240826 13,1200.1383
20_20240826 14,1232.5771
20_20240826 15,1231.0378
20_20240826 16,1227.591
20_20240826 17,1243.0154
20_20240826 18,1150.2977
20_20240826 19,1180.0686
20_20240826 20,1217.2393
20_20240826 21,1304.7766
20_20240826 22,1199.4318
20_20240826 23,1244.3506
20_20240827 00,1174.7186
20_20240827 01,1144.6624
20_20240827 02,1116.1974
20_20240827 03,1113.2722
20_20240827 04,985.2956
20_20240827 05,874.7783
20_20240827 06,867.77704
20_20240827 07,837.2469
20_20240827 08,942.4652
20_20240827 09,1118.2659
20_20240827 10,1181.6244
20_20240827 11,1250.2582
20_20240827 12,1179.6271
20_20240827 13,1210.2041
20_20240827 14,1247.9442
20_20240827 15,1202.893
20_20240827 16,1217.7041
20_20240827 17,1232.4037
20_20240827 18,1128.8265
20_20240827 19,1169.9138
20_20240827 20,1198.7762
20_20240827 21,1289.5201
20_20240827 22,1146.0995
20_20240827 23,1214.4105
20_20240828 00,1145.9506
20_20240828 01,1156.475
20_20240828 02,1132.0251
20_20240828 03,1145.9812
20_20240828 04,875.04395
20_20240828 05,679.577
20_20240828 06,606.90533
20_20240828 07,579.66284
20_20240828 08,894.59357
20_20240828 09,1132.1449
20_20240828 10,1198.238
20_20240828 11,1279.2068
20_20240828 12,1149.0964
20_20240828 13,1230.0834
20_20240828 14,1260.9062
20_20240828 15,1229.2959
20_20240828 16,1230.9307
20_20240828 17,1257.8119
20_20240828 18,1123.3434
20_20240828 19,1206.6008
20_20240828 20,1262.0056
20_20240828 21,1299.9052
20_20240828 22,1190.6133
20_20240828 23,1251.4374
20_20240829 00,1215.657
20_20240829 01,1199.6008
20_20240829 02,1169.3082
20_20240829 03,1191.1798
20_20240829 04,1071.5002
20_20240829 05,942.84607
20_20240829 06,887.1403
20_20240829 07,867.30145
20_20240829 08,991.68555
20_20240829 09,1134.1229
20_20240829 10,1191.0618
20_20240829 11,1299.2491
20_20240829 12,1189.6976
20_20240829 13,1208.2559
20_20240829 14,1238.9287
20_20240829 15,1226.101
20_20240829 16,1248.5364
20_20240829 17,1293.3721
20_20240829 18,1191.4303
20_20240829 19,1228.6598
20_20240829 20,1258.0504
20_20240829 21,1309.5938
20_20240829 22,1223.3221
20_20240829 23,1247.004
20_20240830 00,1217.1047
20_20240830 01,1212.1533
20_20240830 02,1176.6189
20_20240830 03,1218.7224
20_20240830 04,1061.5162
20_20240830 05,944.8
20_20240830 06,869.45764
20_20240830 07,849.2253
20_20240830 08,990.74335
20_20240830 09,1129.4348
20_20240830 10,1187.3207
20_20240830 11,1273.4252
20_20240830 12,1169.2972
20_20240830 13,1218.7961
20_20240830 14,1233.9043
20_20240830 15,1242.0345
20_20240830 16,1234.0363
20_20240830 17,1275.1088
20_20240830 18,1176.5369
20_20240830 19,1213.1407
20_20240830 20,1247.2871
20_20240830 21,1308.5107
20_20240830 22,1218.4266
20_20240830 23,1245.2745
20_20240831 00,1185.2511
20_20240831 01,1194.4283
20_20240831 02,1159.1064
20_20240831 03,1170.1177
20_20240831 04,1051.9963
20_20240831 05,916.4511
20_20240831 06,867.85693
20_20240831 07,850.54315
20_20240831 08,954.26276
20_20240831 09,1116.3905
20_20240831 10,1155.211
20_20240831 11,1225.2572
20_20240831 12,1122.3231
20_20240831 13,1161.4855
20_20240831 14,1188.5231
20_20240831 15,1186.0635
20_20240831 16,1181.2101
20_20240831 17,1210.3978
20_20240831 18,1140.4215
20_20240831 19,1205.8776
20_20240831 20,1224.4935
20_20240831 21,1277.0674
20_20240831 22,1195.1699
20_20240831 23,1229.0771
21_20240825 00,13769.314
21_20240825 01,13718.403
21_20240825 02,13710.503
21_20240825 03,13571.474
21_20240825 04,13724.096
21_20240825 05,13885.294
21_20240825 06,14475.498
21_20240825 07,15453.82
21_20240825 08,15944.49
21_20240825 09,17188.953
21_20240825 10,17780.61
21_20240825 11,18370.338
21_20240825 12,18495.846
21_20240825 13,18787.639
21_20240825 14,18532.865
21_20240825 15,18729.365
21_20240825 16,18269.87
21_20240825 17,17673.162
21_20240825 18,15892.664
21_20240825 19,15623.417
21_20240825 20,15552.608
21_20240825 21,14757.735
21_20240825 22,14492.453
21_20240825 23,14152.88
21_20240826 00,14146.868
21_20240826 01,14065.006
21_20240826 02,13904.6045
21_20240826 03,14004.442
21_20240826 04,14252.916
21_20240826 05,15482.478
21_20240826 06,18938.781
21_20240826 07,21244.768
21_20240826 08,24126.094
21_20240826 09,25199.865
21_20240826 10,25214.434
21_20240826 11,25320.395
21_20240826 12,25381.582
21_20240826 13,25151.088
21_20240826 14,25052.793
21_20240826 15,25425.293
21_20240826 16,24593.89
21_20240826 17,23241.459
21_20240826 18,20552.625
21_20240826 19,18193.16
21_20240826 20,18211.559
21_20240826 21,18031.906
21_20240826 22,16378.173
21_20240826 23,15846.857
21_20240827 00,14837.154
21_20240827 01,14881.69
21_20240827 02,15022.714
21_20240827 03,14389.81
21_20240827 04,14868.638
21_20240827 05,15875.576
21_20240827 06,16950.576
21_20240827 07,20287.936
21_20240827 08,22388.348
21_20240827 09,24921.441
21_20240827 10,24033.154
21_20240827 11,23624.27
21_20240827 12,23176.062
21_20240827 13,23386.723
21_20240827 14,24419.457
21_20240827 15,24329.994
21_20240827 16,23585.201
21_20240827 17,22807.723
21_20240827 18,20042.953
21_20240827 19,18751.73
21_20240827 20,17288.256
21_20240827 21,15952.167
21_20240827 22,14996.751
21_20240827 23,14182.599
21_20240828 00,13934.018
21_20240828 01,14004.472
21_20240828 02,13610.784
21_20240828 03,13229.756
21_20240828 04,12739.384
21_20240828 05,12792.891
21_20240828 06,14960.844
21_20240828 07,18029.37
21_20240828 08,21199.303
21_20240828 09,23559.547
21_20240828 10,23275.207
21_20240828 11,23362.766
21_20240828 12,23757.781
21_20240828 13,24402.764
21_20240828 14,24978.281
21_20240828 15,24697.666
21_20240828 16,23971.17
21_20240828 17,23115.238
21_20240828 18,20690.209
21_20240828 19,18659.42
21_20240828 20,18117.95
21_20240828 21,17273.951
21_20240828 22,16237.359
21_20240828 23,15619.462
21_20240829 00,14503.461
21_20240829 01,13569.924
21_20240829 02,13538.1455
21_20240829 03,13741.029
21_20240829 04,13729.547
21_20240829 05,14358.112
21_20240829 06,16199.077
21_20240829 07,19378.828
21_20240829 08,21516.861
21_20240829 09,23941.768
21_20240829 10,24107.781
21_20240829 11,24240.697
21_20240829 12,24523.41
21_20240829 13,24750.03
21_20240829 14,24736.67
21_20240829 15,24599.113
21_20240829 16,24078.99
21_20240829 17,23024.672
21_20240829 18,20967.963
21_20240829 19,18954.236
21_20240829 20,18402.3
21_20240829 21,17018.393
21_20240829 22,15968.337
21_20240829 23,14613.696
21_20240830 00,13334.654
21_20240830 01,13364.167
21_20240830 02,13541.507
21_20240830 03,13509.314
21_20240830 04,13788.815
21_20240830 05,13802.958
21_20240830 06,15671.795
21_20240830 07,18932.418
21_20240830 08,21311.062
21_20240830 09,23589.812
21_20240830 10,23942.494
21_20240830 11,23670.8
21_20240830 12,23905.58
21_20240830 13,24000.629
21_20240830 14,24068.238
21_20240830 15,24163.748
21_20240830 16,23430.105
21_20240830 17,22555.916
21_20240830 18,20221.654
21_20240830 19,18577.527
21_20240830 20,17660.209
21_20240830 21,16314.745
21_20240830 22,15185.549
21_20240830 23,14763.925
21_20240831 00,14479.672
21_20240831 01,14296.852
21_20240831 02,13555.513
21_20240831 03,12959.731
21_20240831 04,12889.236
21_20240831 05,13257.587
21_20240831 06,14680.696
21_20240831 07,15730.518
21_20240831 08,17401.564
21_20240831 09,19154.447
21_20240831 10,19237.932
21_20240831 11,19365.63
21_20240831 12,18736.588
21_20240831 13,19580.871
21_20240831 14,19471.256
21_20240831 15,19126.451
21_20240831 16,18639.043
21_20240831 17,18167.83
21_20240831 18,17094.027
21_20240831 19,15710.908
21_20240831 20,14946.627
21_20240831 21,14674.206
21_20240831 22,14179.9795
21_20240831 23,13567.413
22_20240825 00,2029.0496
22_20240825 01,2010.3737
22_20240825 02,1979.6198
22_20240825 03,1970.0985
22_20240825 04,1971.8108
22_20240825 05,2024.3245
22_20240825 06,2135.212
22_20240825 07,2209.0564
22_20240825 08,2257.2476
22_20240825 09,2383.4832
22_20240825 10,2448.7556
22_20240825 11,2588.5208
22_20240825 12,2465.4373
22_20240825 13,2504.0955
22_20240825 14,2471.1953
22_20240825 15,2464.8943
22_20240825 16,2423.387
22_20240825 17,2403.978
22_20240825 18,2377.7466
22_20240825 19,2252.593
22_20240825 20,2219.636
22_20240825 21,2180.8496
22_20240825 22,2205.9587
22_20240825 23,2167.2642
22_20240826 00,2092.075
22_20240826 01,2052.0159
22_20240826 02,2030.7582
22_20240826 03,2048.6333
22_20240826 04,2105.8577
22_20240826 05,2239.115
22_20240826 06,2645.061
22_20240826 07,3035.3398
22_20240826 08,3440.0764
22_20240826 09,3766.9517
22_20240826 10,3876.5217
22_20240826 11,3948.5073
22_20240826 12,3905.6687
22_20240826 13,3949.346
22_20240826 14,3881.1077
22_20240826 15,3805.6628
22_20240826 16,3715.002
22_20240826 17,3495.543
22_20240826 18,2950.154
22_20240826 19,2647.5764
22_20240826 20,2492.3533
22_20240826 21,2356.7446
22_20240826 22,2272.73
22_20240826 23,2189.4343
22_20240827 00,2091.4224
22_20240827 01,2066.4072
22_20240827 02,2027.3771
22_20240827 03,2006.9639
22_20240827 04,2064.0625
22_20240827 05,2277.2986
22_20240827 06,2658.3665
22_20240827 07,3010.8093
22_20240827 08,3417.828
22_20240827 09,3667.6821
22_20240827 10,3753.168
22_20240827 11,3742.951
22_20240827 12,3759.3787
22_20240827 13,3739.7864
22_20240827 14,3783.8481
22_20240827 15,3860.0571
22_20240827 16,3522.681
22_20240827 17,3602.6445
22_20240827 18,3042.943
22_20240827 19,2746.8535
22_20240827 20,2442.1738
22_20240827 21,2320.98
22_20240827 22,2216.2312
22_20240827 23,2195.294
22_20240828 00,2120.1099
22_20240828 01,2116.7544
22_20240828 02,1274.7611
22_20240828 03,1241.4596
22_20240828 04,1062.0334
22_20240828 05,882.8043
22_20240828 06,933.8271
22_20240828 07,1678.1321
22_20240828 08,1938.1805
22_20240828 09,3602.8635
22_20240828 10,3669.3403
22_20240828 11,3793.5447
22_20240828 12,3828.6694
22_20240828 13,3849.892
22_20240828 14,3860.8198
22_20240828 15,3779.8884
22_20240828 16,3701.0452
22_20240828 17,3447.9167
22_20240828 18,2921.211
22_20240828 19,2597.4622
22_20240828 20,2448.0503
22_20240828 21,2389.8496
22_20240828 22,2317.1233
22_20240828 23,2205.6616
22_20240829 00,2129.3713
22_20240829 01,2061.4
22_20240829 02,1998.8624
22_20240829 03,1988.072
22_20240829 04,2025.4402
22_20240829 05,2128.4587
22_20240829 06,2521.6267
22_20240829 07,2883.431
22_20240829 08,3346.232
22_20240829 09,3642.6033
22_20240829 10,3769.5212
22_20240829 11,3805.6602
22_20240829 12,3801.1323
22_20240829 13,3849.9648
22_20240829 14,3867.875
22_20240829 15,3826.3027
22_20240829 16,3729.7212
22_20240829 17,3423.6
22_20240829 18,2896.5063
22_20240829 19,2656.6821
22_20240829 20,2455.4023
22_20240829 21,2385.5784
22_20240829 22,2293.6455
22_20240829 23,2173.0151
22_20240830 00,2032.2981
22_20240830 01,2012.4746
22_20240830 02,1954.2255
22_20240830 03,1968.1332
22_20240830 04,1996.3837
22_20240830 05,2129.35
22_20240830 06,2445.041
22_20240830 07,2850.5388
22_20240830 08,3307.863
22_20240830 09,3630.815
22_20240830 10,3725.2239
